Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
9,56,1,7,8,55
7,48,0,9,1,41
6,96,1,5,9,88
7,74,1,8,7,69
1,91,0,6,1,64
1,68,0,4,3,40
8,78,0,6,8,72
2,57,0,4,3,29
9,51,1,5,6,46
7,58,1,6,4,49
6,87,1,6,1,78
1,61,1,6,7,37
1,98,0,8,9,74
2,95,0,5,9,69
6,88,1,4,1,75
6,91,0,6,2,78
2,54,0,5,9,33
1,40,0,9,6,14
5,41,0,8,4,26
5,47,0,8,9,33
2,61,1,9,2,39
6,64,1,5,1,51
9,41,0,4,5,36
2,90,0,5,9,70
2,48,1,5,0,21
3,48,1,7,7,29
7,52,0,8,4,43
6,45,0,4,4,29
8,69,0,7,1,62
8,54,1,9,6,46
6,90,0,5,4,76
3,92,0,9,7,73
3,54,0,8,4,31
1,89,0,7,8,64
7,46,0,7,4,37
5,97,0,4,2,81
4,50,0,5,1,28
4,79,0,4,4,60
4,77,1,7,9,60
6,79,1,7,9,69
8,41,1,4,4,34
8,90,0,7,5,86
5,87,1,6,1,72
6,78,1,8,4,70
4,49,1,5,0,30
9,83,1,8,2,78
8,56,1,5,2,47
1,46,0,7,2,22
2,93,1,4,2,71
9,79,0,4,7,76
8,78,0,7,0,71
3,43,1,5,5,23
8,74,0,7,5,68
1,90,1,5,0,63
4,86,0,7,0,65
3,75,0,7,2,52
6,70,1,7,7,59
7,64,0,4,5,51
4,80,0,5,3,63
7,52,0,9,4,43
9,57,0,7,9,52
2,60,0,8,2,40
3,87,0,8,5,71
5,40,0,4,5,23
3,75,0,6,5,57
8,89,1,9,8,83
8,47,0,4,9,40
8,91,1,6,7,86
9,87,1,4,5,80
4,60,0,8,1,41
5,82,0,7,3,69
5,91,1,5,5,76
8,92,1,7,8,88
7,92,1,8,1,81
9,60,0,5,5,56
8,66,0,6,9,60
2,58,0,6,9,35
4,62,1,8,9,46
6,90,0,5,6,81
2,89,0,7,7,68
7,90,0,8,8,86
3,82,0,6,4,61
3,74,1,8,8,55
2,79,0,7,8,57
8,91,0,4,6,86
6,90,1,9,1,81
1,81,0,9,7,57
1,87,1,9,4,65
7,44,1,4,7,33
8,91,0,7,1,85
5,80,1,5,6,64
5,47,0,8,4,32
4,50,1,7,3,34
6,55,1,4,9,43
6,78,0,6,5,66
3,86,1,9,4,67
9,63,0,9,5,59
7,60,0,7,8,52
1,91,0,9,0,67
7,62,0,9,0,53
5,88,1,7,5,72
5,77,0,7,1,62
2,86,1,4,7,63
4,47,0,4,6,26
6,46,1,9,5,35
7,41,1,7,3,30
5,69,1,7,8,56
9,52,1,9,6,49
3,62,0,5,6,39
1,68,0,6,4,41
4,77,1,8,0,60
9,76,1,8,1,75
4,59,0,9,7,43
2,72,1,8,4,52
5,68,1,4,1,52
3,89,0,4,4,67
9,54,1,5,7,51
4,62,1,9,3,43
6,81,0,4,2,66
2,42,1,9,4,23
6,76,0,9,6,66
3,95,0,7,1,74
9,68,0,6,0,66
2,84,0,6,4,60
9,47,1,9,6,45
5,61,0,6,7,46
8,92,0,6,7,89
2,68,1,8,9,47
6,41,0,8,8,27
3,80,1,7,0,57
5,88,0,5,6,72
8,98,0,4,9,91
1,89,0,4,7,63
5,84,0,8,5,73
3,40,1,9,9,22
4,83,1,6,3,63
2,59,1,7,6,37
9,91,0,5,2,87
3,60,0,8,1,40
2,76,0,9,5,56
9,47,1,7,1,42
7,66,0,9,5,58
6,86,1,7,9,78
1,98,1,8,2,73
5,74,1,7,1,56
3,45,0,6,7,23
1,99,0,7,3,73
4,84,0,5,3,66
2,83,0,7,6,60
2,58,1,4,7,33
3,57,1,7,8,38
8,95,0,9,9,94
8,40,0,8,7,31
7,64,0,4,3,53
6,66,1,8,1,55
9,46,0,9,9,42
4,83,1,5,4,65
1,81,1,6,6,58
8,68,1,5,1,62
7,70,1,4,3,57
7,83,1,9,5,73
3,82,1,9,7,64
4,75,1,6,9,61
9,58,0,7,5,55
6,45,0,4,5,30
5,64,0,6,5,49
3,70,1,8,3,52
9,48,1,6,2,44
5,59,0,8,0,44
5,49,1,8,1,35
4,76,1,9,1,62
4,66,1,6,9,50
1,52,1,9,6,28
7,80,1,9,5,73
9,41,1,5,7,37
3,89,1,5,8,68
2,60,1,9,4,38
3,72,1,9,2,56
1,63,1,8,3,38
6,92,1,9,7,83
7,83,1,4,2,73
2,81,0,6,1,57
8,73,1,4,6,65
6,99,1,5,3,87
4,48,0,4,7,29
5,41,0,7,0,25
8,94,0,7,7,89
3,95,1,5,4,75
3,69,1,4,1,45
4,61,0,6,0,45
1,85,0,5,5,60
9,50,0,7,8,47
8,94,1,5,8,92
8,82,1,4,8,75
6,56,0,4,3,43
7,75,1,4,5,65
6,52,1,8,9,45
9,46,0,4,5,41
3,55,0,9,4,35
3,72,0,7,1,48
3,84,1,7,6,67
3,40,1,8,0,19
9,50,1,7,5,49
4,45,1,7,4,27
7,59,1,5,4,48
9,74,0,4,7,70
7,83,1,9,8,74
9,76,1,9,6,75
3,80,0,5,9,57
4,65,0,9,7,49
8,97,0,5,1,88
6,51,0,9,1,39
5,69,1,7,7,55
4,67,1,6,5,50
8,66,0,4,7,57
1,81,1,6,8,56
9,58,0,7,8,57
1,44,1,8,5,19
8,97,1,5,7,92
4,44,1,9,1,27
9,80,0,9,7,78
5,66,0,7,2,54
3,67,1,9,0,47
9,65,1,7,6,62
9,66,0,6,0,61
4,91,0,8,0,75
4,88,1,5,0,71
8,81,1,9,3,79
2,60,0,8,3,37
9,40,1,8,9,38
6,93,0,8,5,82
9,67,0,4,9,63
8,87,1,8,2,85
7,97,1,7,9,91
1,97,1,4,5,71
3,54,0,4,6,30
2,94,0,8,0,69
5,56,0,9,5,42
5,65,1,9,9,50
5,59,1,9,0,43
4,64,0,9,6,48
5,52,0,7,9,38
3,72,1,9,4,53
1,64,0,5,9,38
5,47,1,8,3,31
9,44,1,4,0,37
9,45,0,5,8,42
4,62,0,9,6,48
3,91,0,5,1,69
1,69,0,4,3,40
2,53,0,9,3,30
8,93,1,5,7,84
1,62,0,7,1,35
8,50,1,7,4,44
7,70,0,8,9,59
8,45,0,8,7,39
6,50,0,5,5,37
9,52,0,4,3,46
3,51,0,7,4,30
4,93,0,6,1,75
6,41,1,8,4,32
8,92,0,7,2,86
5,74,0,9,2,60
3,94,0,5,6,73
6,75,0,7,2,66
4,56,1,7,3,42
9,67,1,5,6,64
3,67,1,8,2,47
4,61,1,8,9,45
7,77,1,6,9,69
7,46,1,6,1,36
4,54,0,8,9,38
6,71,0,8,6,60
3,50,1,8,4,33
6,63,0,8,0,48
2,42,0,7,9,21
8,69,0,6,7,61
2,45,0,5,2,22
7,97,0,4,6,87
9,41,1,5,5,37
1,53,1,9,9,31
8,80,1,4,5,76
7,57,1,7,7,46
6,90,1,9,3,79
6,83,1,6,3,73
6,70,0,4,2,56
9,52,1,8,0,49
2,65,0,9,9,44
1,83,0,7,2,57
6,51,1,4,0,37
8,57,1,8,5,52
3,48,1,9,7,31
1,88,0,7,2,61
9,60,1,9,3,58
1,87,1,4,4,60
3,88,1,8,6,72
8,92,0,6,5,85
3,95,1,7,1,72
4,79,1,4,6,60
8,82,0,8,7,77
1,63,0,6,0,32
6,73,0,9,5,62
1,47,1,8,8,22
1,83,1,6,6,61
8,92,0,4,4,85
4,72,1,8,9,53
1,62,0,8,9,38
7,52,0,5,8,42
5,93,0,7,1,78
5,92,0,8,6,79
1,88,0,6,8,65
6,53,1,7,1,41
9,53,1,4,9,47
9,55,1,7,5,52
8,88,1,5,8,82
5,77,0,4,2,58
1,97,1,8,7,73
9,99,0,9,4,95
1,78,0,4,6,51
8,65,1,4,2,58
5,65,1,5,7,51
3,40,0,6,1,17
7,71,1,4,7,63
7,96,1,6,1,86
9,54,1,7,6,51
7,91,1,9,1,84
3,60,0,5,6,41
1,57,0,8,0,30
8,69,1,4,5,64
3,99,0,9,9,78
8,97,0,9,6,93
8,52,1,6,3,45
5,63,1,4,0,47
1,69,0,9,5,44
7,41,0,5,3,32
5,58,0,8,2,43
8,86,1,7,3,81
9,83,0,7,5,81
7,86,0,6,4,77
7,64,1,9,1,56
1,89,0,7,1,63
4,53,1,6,2,34
2,45,1,8,5,23
2,51,0,4,0,25
2,59,1,5,6,36
4,62,1,8,7,46
1,69,0,8,6,45
4,69,1,7,2,52
2,77,0,7,5,57
5,97,1,5,3,79
3,69,1,4,4,48
8,80,0,8,2,73
4,69,0,9,4,50
1,96,0,7,5,71
1,97,1,8,7,73
3,75,0,4,5,51
9,88,1,6,8,85
7,73,0,4,9,62
2,55,1,8,9,35
9,63,0,8,9,61
2,53,1,5,9,30
3,65,0,8,3,44
2,47,1,7,1,23
3,53,1,9,8,33
6,70,1,5,2,57
9,41,1,8,6,41
9,87,0,4,3,82
7,43,1,8,0,33
3,40,0,4,7,18
4,94,1,4,3,76
6,59,0,8,5,50
5,98,1,4,6,80
2,53,1,9,7,32
6,79,0,6,9,68
3,64,0,5,1,42
8,99,1,8,8,93
2,64,0,6,9,41
1,42,0,4,2,14
9,44,0,4,0,36
3,77,1,5,1,59
1,93,0,6,7,67
7,65,1,6,9,57
5,79,0,8,5,65
5,77,0,4,0,57
1,77,1,7,8,50
9,43,0,8,6,39
7,46,0,8,9,40
8,69,0,8,2,60
9,69,0,5,6,65
6,95,0,5,5,86
5,58,0,8,2,43
6,78,0,9,7,66
2,74,1,7,0,51
4,79,1,6,4,60
3,72,1,6,7,52
7,72,1,4,2,64
9,53,1,6,9,53
5,77,0,6,5,62
6,49,1,7,9,38
2,96,1,6,1,73
3,67,0,7,8,47
3,53,1,5,1,31
9,75,0,7,4,73
7,77,0,5,2,67
8,55,1,7,9,50
9,99,1,8,8,95
6,60,0,9,8,53
4,67,0,5,6,49
1,72,1,5,9,46
8,45,0,6,4,38
7,80,1,5,8,73
2,54,1,7,6,31
8,83,1,8,1,75
5,42,1,8,9,29
7,82,0,6,0,70
4,86,0,7,9,70
5,74,1,7,9,61
8,53,1,4,3,48
1,41,0,5,9,14
1,68,0,6,7,42
4,43,0,8,5,25
3,65,0,9,1,46
2,90,0,4,4,66
3,51,1,7,8,32
1,41,1,5,5,14
1,56,1,8,5,32
6,74,1,4,6,60
5,49,0,7,4,34
8,87,0,8,2,81
2,61,1,8,2,38
4,80,1,7,4,63
8,82,0,7,3,77
6,60,1,6,4,45
1,54,1,8,8,26
4,74,0,7,4,56
1,87,0,9,3,62
2,60,0,9,3,38
5,60,1,4,0,42
8,60,0,5,9,57
8,99,0,9,3,93
3,83,1,6,3,63
4,71,0,7,8,54
6,94,1,5,3,82
3,44,1,6,6,24
2,78,1,8,0,55
6,48,1,5,6,36
5,92,0,9,1,78
5,57,1,6,7,42
5,60,0,7,0,44
5,47,0,7,9,33
3,83,0,6,2,62
7,91,0,8,7,83
6,73,0,9,9,63
4,49,1,6,7,35
2,90,0,4,4,66
9,80,1,6,4,77
1,96,1,6,7,71
4,63,1,9,9,48
1,79,0,7,4,53
6,63,0,8,8,50
4,95,0,6,0,77
5,71,0,5,4,55
5,95,1,7,2,81
9,72,0,7,2,65
1,77,0,6,1,47
2,83,1,9,2,60
6,96,1,5,6,85
5,95,1,6,7,82
7,90,1,5,7,82
3,98,1,7,7,79
3,88,1,5,0,67
2,73,1,6,6,50
3,50,0,4,1,27
1,70,0,4,9,43
5,57,1,5,3,41
5,62,1,9,4,49
7,99,0,6,0,92
4,61,1,8,3,44
3,82,1,4,3,61
1,57,1,7,8,35
8,79,1,6,8,74
3,86,1,6,9,67
2,80,0,4,0,55
4,86,1,8,7,71
3,78,1,7,3,57
1,59,1,8,3,34
3,52,0,7,4,31
2,84,0,4,1,60
8,40,1,6,0,31
6,91,1,7,4,82
9,43,1,6,6,38
8,63,1,5,9,58
3,75,0,5,8,54
5,75,0,4,1,61
7,84,1,4,7,73
5,41,1,9,6,25
8,67,0,4,1,59
5,65,0,5,4,49
1,62,1,7,6,40
5,54,1,8,2,40
4,75,1,4,1,59
6,66,0,8,5,56
3,45,0,8,9,26
5,74,0,5,5,59
2,78,0,9,3,56
6,77,1,7,0,65
6,74,0,5,4,64
5,75,0,4,0,56
6,49,0,5,7,37
7,69,1,5,1,57
5,92,0,5,8,77
1,80,0,4,8,56
8,77,0,4,2,69
4,68,1,5,5,53
9,91,0,5,8,90
6,98,1,8,6,88
1,82,1,7,3,59
3,78,0,8,2,55
3,89,1,9,1,69
4,43,0,7,9,24
6,44,1,9,9,34
7,43,1,7,0,30
4,75,0,5,9,58
6,98,0,8,0,88
1,84,1,7,3,59
8,55,1,9,3,49
7,64,1,7,8,56
9,53,1,4,9,50
3,50,0,7,0,26
2,68,1,5,3,47
1,73,1,6,2,47
3,61,0,4,8,40
5,53,1,6,4,38
2,95,0,5,8,72
3,63,0,6,9,43
4,98,0,7,5,81
7,78,1,6,8,73
3,65,0,8,0,45
9,82,0,5,3,78
8,75,0,8,3,71
4,78,1,6,9,63
1,55,1,8,9,31
1,97,1,4,5,71
1,77,1,6,9,52
1,98,0,9,0,70
8,71,0,8,9,66
3,45,0,7,4,24
6,73,1,6,2,61
3,95,0,9,0,76
5,47,1,4,5,33
7,69,1,7,2,60
2,66,1,6,3,40
6,46,0,7,8,31
6,66,0,6,1,51
3,64,1,6,0,43
6,95,0,5,9,86
5,85,1,8,5,73
2,80,0,6,0,58
9,54,1,4,0,49
8,64,1,9,6,60
3,61,1,8,1,41
8,57,0,5,3,50
9,51,0,8,3,49
3,62,0,8,1,41
3,90,0,6,5,67
2,84,0,4,9,61
8,78,1,6,1,72
1,64,0,4,7,38
8,49,1,4,3,41
7,69,0,7,0,59
7,49,0,6,6,40
3,73,0,5,5,55
1,85,1,9,5,64
4,52,0,8,2,34
9,93,1,7,9,92
5,68,0,5,6,56
1,77,1,9,5,54
5,80,1,9,9,67
8,84,1,6,9,82
8,48,1,4,8,41
5,52,0,6,2,38
9,76,0,9,2,75
1,53,1,6,3,26
4,76,0,7,2,56
3,48,1,5,3,27
2,47,0,9,5,24
8,78,0,7,0,71
7,79,0,5,1,72
9,93,1,7,9,92
2,42,0,8,5,16
4,94,1,4,5,74
6,95,0,4,0,80
3,86,1,4,5,64
8,79,0,8,8,72
3,72,1,9,7,54
2,71,1,9,9,50
3,46,1,8,4,26
6,58,0,4,3,44
2,73,1,4,5,46
8,53,0,5,4,43
1,89,1,5,5,63
7,86,1,6,9,81
2,85,1,7,2,63
6,95,0,5,6,86
2,96,0,5,7,73
2,58,0,5,4,34
8,90,0,5,4,80
2,93,0,8,3,68
7,98,0,6,9,92
3,65,0,5,4,44
8,56,1,9,9,50
7,93,1,7,7,84
8,67,0,5,4,62
7,58,0,8,8,53
6,66,0,9,0,51
7,87,0,4,6,77
5,91,0,4,4,77
7,96,1,6,3,85
1,58,0,4,2,30
1,72,0,5,9,49
9,90,0,8,6,88
5,46,1,6,1,30
5,68,1,9,4,55
3,94,1,5,1,73
5,82,1,4,6,67
3,44,0,7,5,25
9,69,1,5,9,64
9,88,1,7,6,86
6,82,1,9,8,76
1,95,1,7,1,71
7,97,1,9,8,90
7,47,0,6,6,37
4,81,1,8,1,66
8,51,1,4,9,48
6,81,1,4,1,68
4,52,0,5,3,33
4,65,0,4,1,48
2,57,0,6,0,32
2,81,0,4,5,57
4,90,0,5,9,73
5,91,0,4,4,75
8,88,0,8,2,83
6,59,0,9,0,50
4,55,1,7,8,39
7,76,1,7,7,65
8,42,0,9,5,35
2,66,1,7,5,43
7,54,0,8,3,48
2,97,1,6,1,74
2,73,1,5,3,49
8,84,0,8,1,79
2,61,1,5,6,38
9,79,0,6,8,74
1,62,0,8,1,36
9,98,1,4,8,95
1,88,0,6,8,59
2,43,1,7,7,18
6,90,1,8,0,81
6,93,0,6,4,81
1,96,0,6,9,73
7,80,0,8,3,71
8,62,0,7,6,58
2,86,0,9,7,64
8,99,1,7,9,95
9,48,0,6,7,44
6,63,1,5,1,50
5,60,0,9,2,48
9,80,1,9,9,81
9,85,1,6,9,80
1,94,1,8,6,70
3,92,1,8,3,73
9,55,1,8,5,53
2,95,0,7,7,73
4,94,1,4,7,80
4,64,0,8,6,47
2,65,1,8,1,42
3,88,0,9,1,68
3,84,1,5,2,65
1,48,1,5,3,21
6,54,0,6,0,41
8,78,0,6,4,71
3,72,1,6,6,55
5,40,1,8,9,29
1,44,0,5,4,17
7,95,1,6,6,87
1,48,1,5,4,22
9,83,0,8,9,84
8,45,1,9,7,44
7,67,1,8,6,62
7,84,0,6,0,74
5,65,1,8,0,49
5,67,0,8,4,53
5,79,0,5,1,66
1,54,1,4,8,30
8,45,1,7,1,41
1,66,0,6,8,40
4,77,0,4,9,58
9,43,1,9,1,40
9,50,0,6,3,46
5,60,1,4,2,44
4,69,0,8,5,52
3,57,0,6,3,39
3,74,0,4,8,53
5,42,1,7,8,28
1,51,0,8,9,26
5,66,0,6,8,51
6,92,0,9,2,79
7,69,0,9,2,61
9,60,1,6,3,56
3,77,0,4,8,56
2,60,1,6,5,40
3,99,0,8,8,80
9,77,0,5,7,74
7,79,1,9,6,72
9,54,1,4,4,50
2,57,0,7,8,33
5,91,0,6,3,77
4,68,0,8,3,54
2,87,1,6,7,65
9,77,0,7,3,74
9,99,1,8,6,95
6,60,0,7,3,50
6,56,1,8,0,44
8,80,1,5,9,73
6,90,1,9,8,84
1,57,0,8,3,34
4,96,0,7,2,77
7,94,1,4,2,84
2,76,1,9,8,53
9,99,1,5,7,96
8,77,0,6,9,72
8,51,0,5,6,46
7,50,0,5,6,40
4,87,1,6,3,73
2,91,0,8,2,68
3,88,0,5,3,64
6,59,0,9,5,48
5,48,1,5,3,32
8,40,0,4,3,33
6,97,0,9,1,83
6,42,0,4,6,29
1,60,0,9,5,37
4,62,0,7,1,45
5,48,1,6,4,30
3,93,1,9,5,73
9,58,1,9,4,56
1,84,1,8,3,56
6,94,0,8,8,84
6,85,0,7,2,73
5,91,1,8,1,76
5,58,1,8,8,45
5,62,1,4,7,50
6,66,0,8,8,55
8,66,0,8,9,63
2,78,0,7,2,54
6,75,1,7,0,63
1,51,1,5,0,23
4,94,1,8,2,78
3,66,0,8,3,46
9,85,0,9,1,81
3,73,1,8,7,56
6,72,1,4,2,62
1,67,0,9,3,45
6,70,0,8,5,60
4,71,1,4,9,52
8,89,1,5,5,84
9,59,0,9,1,56
4,79,1,6,5,59
6,74,1,8,3,62
1,70,0,9,4,45
4,97,1,7,6,81
7,70,0,9,6,62
1,77,1,7,5,52
8,61,0,8,9,58
6,84,1,4,5,71
5,80,1,7,5,66
9,48,1,9,3,46
2,91,0,9,2,69
5,48,1,7,0,36
6,54,1,5,2,41
7,52,0,5,2,43
5,61,1,5,8,49
9,55,0,7,2,54
1,71,0,7,7,46
7,41,0,9,7,31
7,65,1,8,2,57
4,53,0,8,9,37
9,98,1,4,9,95
5,77,0,7,5,63
4,73,1,8,7,55
7,47,0,8,7,40
4,75,0,5,9,56
3,60,1,5,9,42
9,95,0,5,8,94
8,85,1,6,8,80
1,82,0,8,7,60
7,95,1,5,6,83
9,67,0,5,9,63
8,85,0,7,2,79
8,83,1,9,6,76
6,87,0,5,3,72
4,45,1,7,1,25
8,59,1,4,7,51
3,70,0,5,1,50
9,72,0,9,0,69
2,83,0,7,4,57
2,46,1,9,9,25
7,47,1,5,8,36
4,48,0,4,4,29
8,41,1,5,1,31
9,56,0,7,9,52
7,91,0,4,3,81
5,84,0,4,7,69
8,76,1,4,6,69
4,81,1,6,4,65
2,83,0,7,3,60
6,56,1,6,4,46
9,92,0,9,6,91
1,77,0,4,4,50
7,74,1,6,7,64
9,99,0,5,6,94
9,86,0,6,6,83
3,78,0,8,8,59
5,69,0,9,7,56
8,45,0,4,7,38
8,43,1,4,5,36
4,90,1,9,6,75
1,76,0,9,7,52
1,74,1,7,4,51
4,97,0,5,9,81
6,96,0,9,1,86
8,48,0,9,6,43
6,45,0,7,9,32
9,52,1,9,2,47
9,98,1,6,9,94
2,61,0,8,7,39
1,67,1,8,5,39
2,69,0,8,3,46
5,91,1,9,1,80
4,75,0,8,6,58
4,41,0,5,0,21
9,97,0,6,6,92
8,75,1,8,9,72
6,47,1,4,9,32
1,84,0,9,6,59
2,81,1,6,9,59
6,89,1,5,2,74
2,48,1,8,3,24
5,40,1,5,3,24
5,52,1,9,3,38
6,89,1,8,8,81
6,54,1,4,5,41
6,71,1,6,9,60
2,73,1,4,8,50
3,82,1,8,3,63
6,70,1,7,6,59
8,53,1,6,9,48
1,93,1,5,8,71
1,86,0,8,9,62
2,53,0,4,2,28
6,87,1,9,2,78
9,94,1,7,5,93
4,68,1,9,7,53
3,86,0,8,0,67
8,58,0,5,3,48
9,66,1,4,7,62
5,48,1,6,5,31
9,76,1,7,1,73
2,76,1,8,7,54
3,82,1,8,0,62
7,67,0,8,0,58
7,91,1,8,6,85
6,96,0,4,9,84
6,63,1,6,2,51
2,67,1,5,7,47
6,75,0,7,8,66
4,91,0,8,7,75
3,57,1,9,0,37
2,64,0,8,0,37
1,74,1,6,5,46
5,43,0,6,0,27
2,53,0,4,7,29
2,78,1,4,5,52
7,65,1,9,4,57
8,47,0,9,5,42
8,63,1,4,3,56
4,55,0,7,0,36
1,59,0,9,6,34
7,54,1,4,9,47
1,46,0,8,8,21
4,97,1,4,3,77
8,56,1,7,3,51
2,61,0,4,8,40
6,61,1,4,3,51
6,93,0,8,9,81
9,51,0,9,3,46
5,57,1,8,7,44
4,95,1,8,3,79
5,85,0,4,8,69
5,86,1,8,7,71
8,54,0,6,4,46
8,76,0,5,8,70
2,55,0,5,7,31
7,44,0,8,9,36
8,41,0,9,3,35
6,91,1,7,3,80
5,67,0,8,0,52
9,96,0,9,3,94
3,80,0,8,7,63
4,93,0,4,4,74
9,66,0,9,5,66
6,70,0,7,3,55
8,80,1,8,4,75
7,75,1,6,9,67
2,86,0,9,7,65
3,82,0,5,8,61
1,40,0,9,2,14
9,89,1,6,9,87
7,68,0,6,3,61
1,40,0,6,0,13
3,47,0,7,4,28
4,96,0,7,3,79
4,55,0,9,5,39
5,97,0,7,5,83
3,67,1,5,9,49
3,61,0,4,5,39
1,57,0,9,2,31
7,61,0,8,6,50
1,80,0,8,2,54
2,51,0,9,5,29
4,58,0,4,9,40
4,64,0,8,0,46
5,89,0,9,7,79
2,98,0,9,6,74
4,44,1,6,8,24
1,98,1,5,2,72
2,73,1,8,7,48
1,78,0,5,1,50
4,98,1,9,8,83
4,49,1,4,0,31
7,86,1,9,9,80
9,96,1,8,6,96
9,46,0,5,9,44
5,99,1,6,0,83
1,76,1,6,5,50
1,86,0,9,0,60
6,91,1,4,3,79
2,99,0,7,6,80
8,91,1,8,1,85
9,54,1,9,2,52
4,81,1,6,3,67
5,63,0,6,5,48
8,65,1,4,8,56
3,65,1,6,3,43
5,85,0,8,5,71
3,65,1,4,6,44
3,97,1,5,3,74
3,49,1,4,5,28
7,56,1,8,2,47
7,92,1,8,4,82
7,53,0,5,9,44
8,41,0,9,3,35
5,87,0,4,6,72
5,52,1,8,5,38
4,66,1,8,6,50
7,48,1,5,5,38
4,46,1,7,1,28
2,87,1,4,6,64
4,49,0,8,7,35
8,95,0,6,6,86
9,93,0,5,3,90
3,48,1,7,3,25
7,61,0,7,4,54
9,62,0,5,8,58
4,46,0,7,4,28
3,87,0,8,1,67
5,48,1,7,4,34
1,66,1,4,2,36
3,63,0,6,9,40
8,68,0,8,7,64
8,56,0,5,9,51
4,59,0,6,9,42
2,46,0,9,1,23
8,82,0,8,3,75
8,79,0,6,4,73
4,46,0,7,3,28
3,67,0,9,4,49
2,58,1,5,9,32
9,59,0,5,3,55
1,83,1,4,2,56
7,78,1,7,0,71
5,79,0,4,3,63
8,46,0,4,8,39
4,45,1,7,0,25
7,64,1,8,6,54
5,80,0,9,2,66
5,98,1,4,7,81
9,52,0,6,5,48
9,78,0,9,0,75
9,79,1,8,9,78
6,61,0,7,4,50
6,88,1,5,7,77
5,56,0,8,2,41
9,87,0,4,3,79
8,61,1,6,6,56
7,73,1,9,5,66
7,47,0,7,6,38
6,88,0,5,8,76
5,84,1,9,8,72
4,57,0,6,1,39
3,63,1,5,2,45
3,99,1,7,3,77
6,93,1,9,5,83
4,99,0,8,4,83
6,81,1,4,5,68
3,41,0,7,7,18
4,41,1,6,1,22
9,66,0,8,5,63
5,53,0,9,8,41
7,87,1,5,4,78
2,78,1,8,0,58
5,92,1,8,7,79
9,92,0,6,3,88
3,95,0,4,7,74
9,51,0,8,3,49
6,71,1,8,7,61
4,67,1,4,8,49
7,94,1,4,4,87
8,67,1,5,4,60
6,85,1,9,1,72
5,64,0,5,8,49
6,43,1,4,3,30
5,65,0,7,2,53
8,75,1,4,1,66
1,89,1,5,2,63
7,42,1,6,3,33
2,40,1,6,8,17
9,56,1,9,5,54
1,46,0,8,9,21
6,87,1,6,4,76
9,44,0,5,8,40
1,58,0,6,7,32
4,78,0,7,5,58
4,85,0,4,2,66
9,73,1,4,6,71
5,74,1,5,9,60
5,88,1,8,5,73
6,55,1,4,7,43
1,79,1,6,5,53
1,89,0,7,9,63
9,86,1,8,3,84
3,78,1,8,9,60
4,66,0,8,6,49
1,80,1,4,6,54
9,77,1,9,7,73
8,89,0,8,1,83
2,89,1,5,5,66
8,64,0,6,2,58
7,65,0,9,7,57
6,95,1,7,3,84
1,53,0,6,3,26
7,53,1,5,1,40
7,53,1,5,5,43
9,64,1,9,5,62
1,75,0,6,0,47
2,43,0,4,7,18
9,86,0,5,2,85
9,54,0,8,0,50
6,71,0,7,9,60
6,57,0,7,0,44
4,53,0,5,0,33
4,97,0,8,4,83
5,40,0,6,4,26
3,81,0,7,0,63
1,59,0,8,4,32
1,49,1,8,6,23
7,49,0,4,4,38
1,98,1,5,8,75
1,63,1,8,3,40
3,73,1,6,8,54
4,67,1,7,7,49
4,66,0,4,0,46
2,79,1,6,3,56
1,40,1,7,6,14
3,72,1,5,0,49
4,43,0,6,7,27
3,46,1,7,1,25
8,48,1,4,7,41
1,55,0,7,3,26
2,44,0,8,7,24
7,73,0,4,0,64
4,99,0,6,4,84
8,62,0,9,8,57
3,82,0,5,6,60
6,89,0,4,2,76
9,64,0,4,3,59
1,96,0,4,9,67
1,90,1,7,6,65
8,52,0,8,5,48
3,63,1,9,3,44
5,50,1,5,2,34
1,91,0,5,1,67
5,90,0,8,9,77
6,56,0,7,8,45
8,76,0,7,2,70
3,52,1,8,6,32
3,66,1,8,0,46
9,59,0,6,7,57
4,72,1,7,0,55
4,81,0,4,1,62
7,71,1,5,0,60
2,47,1,7,3,27
8,95,0,8,1,89
6,68,0,4,0,53
3,79,1,6,0,61
9,58,0,9,1,55
5,45,1,6,5,30
8,83,0,4,1,72
7,99,0,4,1,91
8,78,0,8,7,73
7,87,0,9,4,82
3,80,0,8,7,60
2,60,0,5,7,36
7,96,0,9,1,88
3,61,1,9,6,41
3,81,0,5,8,58
2,49,1,6,7,25
4,49,0,4,8,30
8,91,1,6,7,86
1,68,0,8,3,40
1,55,0,7,9,33
5,40,1,8,6,23
5,56,0,7,8,42
1,69,0,4,8,42
6,65,0,4,3,51
1,92,0,9,6,68
5,85,0,4,5,69
9,58,1,5,2,54
5,92,0,5,9,76
6,60,1,7,5,49
8,56,1,6,7,50
1,85,1,9,1,60
2,79,1,6,2,56
9,60,1,7,7,56
3,92,1,5,3,70
6,80,1,8,3,70
5,79,1,9,1,65
2,84,0,7,9,65
7,88,1,6,0,79
4,58,0,7,6,44
1,99,1,7,3,71
4,46,1,4,5,27
6,56,0,5,7,40
7,40,1,9,6,32
7,76,0,4,6,65
7,96,1,5,5,85
3,45,0,7,3,24
6,65,0,5,3,52
8,41,1,6,8,35
4,98,1,9,4,81
8,71,1,4,8,65
2,96,1,9,8,78
