Area,Bedrooms,Bathrooms,Floors,YearBuilt,Garage,LocationScore,Price
4559,4,1,2,1958,1,5,1000007.20831187
4499,1,2,2,1978,1,10,957358.936600088
2263,2,2,1,1993,1,7,516637.759390592
4075,5,3,2,1976,0,7,899778.06916201
1854,2,3,1,2004,0,3,422132.655900426
2700,4,1,2,1954,0,7,598600.810673794
2257,1,3,2,2001,0,9,536899.997136905
2199,5,1,2,1962,1,8,524470.844037446
4215,1,2,2,1991,1,3,844318.971619866
1242,5,2,2,1964,1,10,421969.915109251
4450,1,2,1,1967,0,5,916815.782726406
1978,4,2,1,1999,1,8,517429.244677284
2057,5,2,1,1951,0,2,512519.771048994
4434,3,1,2,1962,1,7,981430.35780626
2641,1,2,2,2017,1,10,588249.319510065
3109,1,1,2,1996,1,10,688967.120496859
1710,2,2,1,1999,1,7,376137.244767377
4809,5,1,1,1961,0,8,1090553.69434546
2969,3,1,2,1962,0,1,610504.850045433
2972,4,1,1,1958,1,8,672052.475931478
923,2,3,2,2008,1,1,240074.662176006
3958,3,1,2,1994,0,3,832914.006129076
1585,5,1,1,2019,1,9,397578.167942665
3216,3,2,1,1992,1,4,745058.476301367
1596,1,1,1,2023,1,10,402956.982087207
4972,1,1,1,1972,0,9,1044451.18010814
4954,2,3,2,1994,0,1,1018811.17360008
2736,5,2,2,1972,1,8,672806.896796112
2956,5,3,1,1983,1,3,668588.284180561
4607,3,3,1,1965,0,7,1026659.79600845
2101,2,3,1,2012,0,2,463980.522887086
4963,5,1,1,2000,0,7,1099344.53817432
3940,1,3,2,1981,0,7,831154.49184541
4036,3,3,2,1987,0,9,880988.329551024
3152,4,2,2,2005,0,2,717035.526536467
2732,1,2,2,2018,0,8,645248.128795111
3521,2,2,2,1966,0,5,788209.170437622
1164,5,2,2,1988,1,10,359728.365484446
3190,1,3,2,1990,1,9,719732.08582394
1746,4,2,1,1997,0,8,410526.282743509
2177,4,1,2,1977,1,3,511780.743527636
2239,2,3,1,1999,0,3,468973.770400082
3980,1,2,1,1950,1,10,870394.553342119
1140,3,3,1,1999,0,8,308001.266517339
3789,1,2,2,1968,0,9,755778.871463295
1182,4,3,2,2008,1,2,313368.465229793
2356,2,2,2,2017,1,3,535571.872477228
1099,2,1,2,2016,1,8,281707.253571525
938,3,2,1,1990,1,2,257551.220971414
1158,2,3,2,1959,1,8,272056.943916092
2322,2,3,1,1977,0,5,495003.392360994
4256,2,1,2,1983,0,6,920073.454079098
2427,2,3,2,1988,0,10,550414.291641144
2103,2,1,1,2005,1,4,481096.974532873
1934,4,3,1,2001,0,3,437136.970982286
2986,1,3,1,1952,0,8,646687.350581921
3970,5,1,2,1972,1,9,833449.69549662
4635,2,3,2,1966,0,8,1007150.29846052
2951,5,3,1,2020,1,9,742398.320973812
2037,5,1,2,1975,1,1,453774.561269634
4535,4,2,1,1967,0,5,948491.695312261
3634,2,1,2,1995,0,7,783821.997455937
1798,5,3,1,2019,1,8,500446.982262669
3367,2,2,1,1980,1,2,724347.567065426
2107,3,2,2,1958,0,4,442667.049479687
1456,3,2,1,1984,0,7,346984.569084053
3460,3,1,2,2009,0,5,716251.697992205
3011,5,2,2,2012,0,1,648478.842678281
2709,3,2,1,2001,0,2,580198.972521167
4530,4,2,1,1997,1,5,962766.885293959
2846,4,3,2,2010,1,6,637752.356895636
3962,5,1,2,1973,0,1,852263.350005556
1940,2,1,1,2023,0,3,427375.895303431
1066,1,3,1,2007,0,6,220600.491654476
2645,2,2,1,2013,0,6,586909.543062734
2508,2,3,2,1979,0,7,548051.653421715
4430,2,3,2,1978,1,10,984006.538088815
4011,2,2,2,1959,1,3,875712.438017197
3093,1,2,1,1988,0,1,627986.470476124
4532,3,1,1,2004,0,7,977753.692350943
4629,2,2,2,1977,0,3,943876.099007529
2310,4,3,2,1967,1,5,580094.051570882
1275,5,3,1,1990,1,4,327021.594978588
1776,5,2,2,2014,1,1,442018.740215638
2007,4,1,1,1995,0,7,462709.771383893
2760,2,3,1,2009,0,4,573577.63714406
1357,1,2,1,1958,1,1,331922.894044633
1682,3,1,2,1994,1,6,389046.70477833
2994,5,1,2,2009,0,4,623298.195875542
3467,3,3,1,1977,1,4,693349.665920799
2410,1,3,1,1952,1,2,506123.882639301
4288,5,1,2,2000,1,1,964997.710482474
3254,3,1,1,1957,0,3,726243.461687592
2746,1,1,2,2019,0,10,576235.039941312
3608,3,2,2,2008,1,5,782238.627132466
4625,2,3,2,2010,1,9,990377.173111099
4336,1,1,1,2007,0,7,869864.196363761
4602,3,3,1,2019,0,4,953679.203209417
4977,2,3,1,1961,1,8,1093928.73798502
2770,2,3,1,1958,1,4,628597.196784485
4622,1,1,2,1998,1,6,979227.221463247
3619,4,2,1,1966,0,1,743421.334708479
1702,5,1,2,2003,1,6,430917.580350849
1164,1,3,1,1993,1,10,245203.8757628
3919,2,1,1,1981,1,5,859870.067281513
3358,2,1,1,1984,1,2,724064.372518429
2663,1,3,1,1998,1,1,541969.188697504
915,4,3,1,2003,0,6,296410.638937251
3184,5,1,2,1965,1,2,667895.883520786
4735,3,1,1,1961,1,9,1037257.65455624
3290,1,1,1,1957,0,9,713879.294224467
1742,5,1,1,1970,0,1,375408.239016188
2524,5,2,1,1997,1,5,593853.732729747
3134,2,1,1,1957,1,8,649879.303946178
3567,3,2,2,1977,1,4,709240.64209183
1937,1,3,1,1959,0,3,394703.094326709
3327,2,2,2,2001,0,5,694984.37644345
4917,2,3,1,1964,0,5,1049506.40452027
4220,4,2,2,1953,0,8,919685.202126521
4706,5,3,1,2011,1,6,1041538.63648465
4437,1,1,1,1953,0,2,883039.45941791
3753,1,2,2,1990,1,1,775349.717398965
3167,1,2,1,2022,0,3,639151.834753271
1076,2,3,2,2004,1,2,240575.649824255
2799,4,3,1,1977,1,4,626957.514325319
2027,3,2,2,1996,1,3,471262.809627408
4552,2,3,2,1958,0,9,958084.037014395
4535,3,1,2,1951,1,5,963912.433264376
1495,4,2,1,2016,1,4,393372.870272785
2109,5,1,2,1997,1,10,509281.139532732
4952,1,2,1,2018,0,9,1004050.8342253
4034,3,1,2,2023,1,4,882886.338040031
4914,2,2,2,1977,0,6,1037446.24121271
3111,3,3,2,1963,1,10,720416.487454308
3641,5,2,1,1995,0,1,806845.966438393
4359,1,1,1,1962,1,2,919216.038182699
4198,3,2,1,1965,1,4,907318.217311783
1341,5,1,2,1989,1,9,424986.316571302
3494,2,1,1,2021,1,6,724675.781342451
1888,4,1,1,1979,0,6,425939.568037786
4163,2,3,2,2014,1,9,933783.359116954
824,1,2,2,2007,1,4,215364.657302389
2372,2,1,1,1997,1,3,542348.075850281
3758,2,3,1,1998,0,7,811843.910738422
2567,2,1,1,1951,0,7,593751.413779
3035,2,2,2,1963,0,9,638812.228609169
1000,1,3,2,1966,1,6,291561.497235168
3998,5,1,2,1980,0,2,889874.912330107
1056,3,1,2,1959,0,6,233942.772144241
4547,4,1,2,2019,0,8,994166.635247192
3041,3,2,1,1986,1,6,680124.001694085
3975,3,3,1,2013,0,9,851835.449522023
4406,4,3,1,1979,1,4,915984.520257057
4136,1,3,2,1983,0,3,835929.658222067
1213,4,1,2,1967,0,5,320302.803504615
2814,1,3,1,2012,1,3,632146.031731514
2181,3,1,1,1998,1,2,486932.237985596
1898,1,2,1,2005,1,2,441024.628578582
4226,5,3,2,2007,0,4,945831.501947354
4455,4,1,2,1976,1,3,963865.998965659
1709,5,3,2,2004,1,9,430741.659403745
987,3,3,2,1968,0,7,274426.352820391
4844,4,2,2,1972,1,6,1063974.61769147
4556,3,3,1,1996,1,10,1018048.60975876
2815,5,2,1,2015,0,8,668635.081750056
2892,3,3,2,2000,0,9,616345.88570197
4444,4,3,2,1977,0,3,940051.768865857
2930,4,3,1,2006,1,10,638534.466357805
1157,3,3,2,2007,0,7,316074.900958884
3222,4,3,2,1964,1,9,736092.21380049
2297,4,3,1,1965,0,1,528170.351767435
2958,3,2,2,1996,0,10,624708.031295246
3355,5,2,2,2012,0,9,793024.521242326
3142,4,1,1,1961,1,7,679541.520884518
3751,4,3,2,1992,1,10,869564.082609562
2038,4,2,2,1978,1,4,487548.754272314
1773,4,3,1,1998,1,6,437863.930561846
4765,3,3,1,1952,1,6,1024245.9973347
1850,5,2,2,2018,0,6,432048.424767097
4501,5,3,1,2009,0,2,1003579.90442252
3580,1,2,1,2015,0,5,751315.320858806
2388,4,2,2,1975,0,7,516869.46174117
4678,4,1,1,2020,1,6,1004000.99494913
3168,1,1,2,2023,1,3,675808.475680074
1236,5,1,1,2018,1,5,354645.132036133
3628,2,1,1,1996,0,8,759484.50698707
2356,2,3,2,1991,0,5,507755.586104886
4658,5,3,2,1980,1,10,1042185.80317869
2104,4,1,2,1971,0,3,496635.620498683
3184,2,2,1,1966,0,9,659581.136610099
982,3,2,2,1969,1,3,273033.865774794
2389,3,2,2,1957,0,2,512198.436746784
2387,1,2,1,1998,1,6,522289.185456288
1459,5,3,1,1987,0,8,430839.393628244
959,5,2,1,2002,1,6,279888.269386212
4753,2,2,2,1977,0,1,1002467.34375771
1811,4,1,1,1978,1,8,464172.845930084
852,5,2,1,2021,1,1,218899.402147537
3107,2,3,2,1960,0,9,637265.141869427
2028,2,2,1,1996,0,8,480124.552310423
1835,5,2,1,1994,1,6,432911.345188787
4502,2,3,2,1967,1,2,914795.426135724
4845,1,1,1,1999,1,9,1051654.05537111
2064,1,3,2,1998,1,8,451314.33165561
2684,5,1,2,1971,1,4,599487.06310789
2609,4,2,2,1994,0,2,627159.328877232
3967,1,1,2,2010,0,6,784906.615965461
4597,1,1,2,1970,0,1,905992.848964827
3141,5,1,1,2020,0,7,692707.546438152
4214,3,2,2,2010,0,1,879793.579004139
1617,2,1,2,1985,1,6,359056.367947059
3237,1,1,2,1973,0,5,648433.622566927
1688,3,2,2,1981,0,10,445349.858110798
1467,4,3,1,2008,1,3,378974.653102618
3424,3,3,1,1954,1,6,777429.21860523
1618,5,3,1,1965,0,4,397169.370586037
2988,4,2,2,1960,0,6,672836.373721478
1906,4,2,1,1984,1,4,481522.54152774
3024,3,3,1,1991,0,1,627892.524636367
997,5,1,2,1959,1,5,291020.89991295
3471,1,3,2,1957,0,8,760601.057835197
4292,3,2,1,1975,0,6,955019.933659607
3248,1,1,1,1952,0,10,743297.274495044
1270,3,1,1,2008,0,9,317746.494924544
2748,1,2,1,1952,1,4,625065.973742178
4699,3,1,2,1987,1,10,953045.801665711
2810,4,3,2,1951,0,9,682807.072734418
4600,2,2,2,1966,0,8,955852.90845698
4918,4,2,2,2022,0,3,1036572.5637753
4596,1,2,2,1985,0,6,968227.612109176
4788,5,2,1,2022,1,4,1040763.94081711
1034,4,1,2,1951,1,1,274711.334489203
1728,2,2,2,1983,0,9,442292.324205654
4407,1,2,1,1976,1,4,918794.498866351
1322,4,1,2,1986,1,5,312226.904587486
4323,3,2,1,2020,0,3,958936.596432464
2429,5,1,2,1971,0,4,565969.105425117
2116,1,1,2,2017,0,9,513255.974382837
3657,4,2,2,1963,1,7,838990.747764473
1924,1,3,1,1972,1,8,415710.140199664
3387,3,2,2,1993,1,3,757534.616793922
1823,2,3,1,2014,1,3,399001.298352936
2178,4,1,2,2010,0,7,501785.795060992
4174,1,3,2,2004,0,8,881907.139909806
2319,1,2,1,2020,0,5,458358.404884174
1026,1,2,1,1999,1,1,222879.737760955
1691,2,3,2,1961,0,3,437329.682503978
4872,1,2,1,1964,0,5,1015359.43512103
3057,5,3,2,1966,1,3,696010.096633426
3588,5,1,2,1983,0,1,820922.255498523
1196,1,3,1,1984,1,7,290294.117248271
2878,5,3,1,1988,1,1,656314.490950772
4037,4,3,1,2004,0,10,917170.071403071
4693,5,3,2,2008,0,6,1011581.60503459
2805,1,1,1,1954,1,6,590336.981516187
2816,3,1,2,1979,0,7,562856.089615982
3971,4,1,1,1953,0,1,818787.542165431
3468,2,3,1,1964,1,3,728949.30635026
2678,1,1,1,1984,0,9,581564.167386715
1996,2,2,1,2023,1,2,434938.543356806
2572,3,1,1,2004,1,5,633350.47527143
961,2,3,2,2015,1,3,224759.27674413
4776,1,2,1,2009,1,5,1040216.16717144
2551,1,3,1,1973,0,7,561693.823878189
1575,3,2,2,1971,0,1,378169.35089281
1739,1,3,2,1993,0,3,400450.489868397
4020,3,3,2,1981,1,6,826544.11174219
1339,3,2,2,2000,0,7,328511.183025586
2261,1,1,1,1952,1,10,505644.296569154
1155,5,2,1,2019,1,3,286675.547632718
4404,3,2,2,1981,0,4,944290.650930397
4123,1,2,1,1951,0,6,905513.507896937
1034,5,2,2,2008,1,5,229974.908902898
2348,3,2,2,2022,1,9,538238.258103957
2896,5,3,1,1963,1,1,631055.845897159
2901,4,3,1,2000,1,5,666994.445655942
2473,4,1,2,1960,0,1,534459.46792125
2900,5,1,1,1959,0,8,643858.069681071
4457,3,2,2,2007,0,7,969637.670708227
4396,1,1,2,1983,1,5,965104.532526427
4548,2,1,2,2002,1,6,1034132.96629395
3973,1,2,2,1977,0,4,808109.273788285
2615,2,3,1,1967,0,9,539478.111204548
4641,2,3,2,1975,0,3,986179.910851959
2805,3,1,2,1956,1,2,657262.11838308
1474,5,3,2,1994,1,7,416142.249176018
1186,1,3,1,1994,1,2,323358.675988258
2958,5,1,2,2020,0,6,658962.833234947
3461,4,2,2,1984,0,8,750960.639005672
2864,3,1,1,2001,0,3,619685.897685033
4651,3,1,2,1970,0,3,965936.170315828
4053,4,1,2,1977,0,3,881177.350533509
1539,1,2,2,1993,0,1,355044.194450087
2201,4,2,2,2005,1,9,558402.091614297
4059,1,2,1,1959,0,5,859564.81677011
3077,2,2,1,1972,0,9,678545.558166883
4704,3,1,1,1997,1,5,1025660.66723127
4723,1,3,2,2001,1,7,956525.202308682
4027,5,1,1,1964,1,1,883664.268808349
3631,5,2,1,2004,1,9,829511.951429261
4558,3,3,2,1992,1,1,979927.009899289
3312,4,1,1,1999,1,4,732209.411343644
2951,4,3,1,1955,0,7,676996.38733654
4475,1,2,1,1982,0,9,927634.92696165
3545,4,3,2,2011,0,1,795238.085736341
4666,3,3,2,2004,0,6,1008041.24443534
4564,1,2,1,1988,1,10,981567.146447097
3022,2,3,1,1961,1,5,651962.085734097
3592,4,1,2,1980,0,3,792782.922130198
2497,4,3,2,2023,1,10,604566.492462362
4262,1,1,2,2002,1,2,869512.915161577
4863,5,3,2,1983,0,1,1039183.46143967
2324,4,3,1,1990,0,2,541527.065481031
832,3,2,2,1959,0,4,232189.338470496
4825,4,2,1,2001,0,6,1045175.2241952
3366,2,1,2,2006,0,5,715513.284793527
3603,4,2,2,1952,0,4,808245.488332547
4696,5,2,2,2006,0,8,1054144.91259529
4509,4,2,2,1982,0,7,991233.065391889
1519,1,2,1,1956,1,4,336113.718128607
1772,4,2,1,1953,0,10,407948.457067737
4518,5,1,1,1988,1,5,975001.50582571
3007,1,1,2,1997,0,10,695241.418699418
3830,3,2,1,2023,1,5,843042.397845684
4375,1,2,2,1965,0,3,957161.04568816
3916,2,1,2,1987,0,9,832195.041410314
4085,1,3,1,1953,0,5,850529.658237677
1443,3,1,2,1953,0,10,351748.586583898
994,4,3,2,1976,0,2,257495.647998667
4796,1,2,1,1966,1,4,986858.727203307
1288,1,2,2,2019,0,4,260878.793295833
3004,1,1,2,2003,0,5,643333.415679522
3457,1,2,1,1957,0,8,761772.517939934
4076,3,3,1,2002,1,5,951324.53251666
1902,5,3,2,1954,1,1,452557.177332724
2041,5,1,1,2018,1,2,475383.612828398
1315,1,3,2,1996,1,3,292719.267638725
1192,3,1,1,2023,1,3,325543.185734339
1430,3,1,2,1989,1,10,386374.686369907
4516,1,3,1,1956,0,6,924276.635453137
2647,2,3,1,1961,0,9,568845.047825676
3455,1,3,2,1974,0,10,769812.868964898
1779,2,3,1,1977,1,1,418379.90378021
4202,1,3,1,1992,0,6,902359.717825279
4671,2,3,2,1996,0,9,974130.788041527
1077,2,3,1,1998,1,4,230456.878402245
1032,1,2,1,2003,0,10,234525.874582996
2352,2,1,1,1967,0,3,521594.168250281
4070,4,1,2,1976,0,6,929776.449465872
3209,5,3,1,2021,1,6,729063.40026181
4312,3,1,2,1955,1,2,975296.397046922
825,2,3,2,2018,0,5,235745.494187292
1260,2,2,1,2020,0,1,250174.192457279
4564,3,1,2,1971,1,9,995150.845945276
4231,2,1,2,2008,1,9,934799.356960297
4283,3,2,2,1996,1,3,859962.927536183
2794,1,2,2,2017,1,5,624911.278947835
1290,4,2,1,1981,0,3,346318.029495578
1872,4,1,1,1950,1,7,465371.703103279
3973,5,1,1,2003,0,1,851056.969732964
1015,2,2,2,1995,1,5,258676.835424965
2523,5,2,2,1990,0,6,576816.941807704
2392,1,2,1,1990,1,7,505000.504905822
3406,4,2,2,1957,1,3,738011.904202376
958,1,2,1,1981,1,7,237185.148858696
4113,1,3,2,1979,0,4,862437.358655644
3641,2,2,1,1995,0,10,774279.631058573
2576,1,3,1,2001,0,6,536471.768937552
2852,4,1,1,2010,0,5,649394.271478146
3095,5,1,2,1962,1,4,710265.349298696
2496,4,3,1,1989,1,6,573719.261580261
3793,2,2,2,2010,1,3,825256.96178719
3269,4,1,2,1993,0,3,696471.052657852
2746,3,2,1,2011,1,5,620776.625737203
4609,5,2,1,1993,1,5,1036176.10136807
3583,3,3,2,1997,1,9,788506.472670843
4444,3,1,2,2023,0,4,906489.709804156
3300,2,1,1,2008,0,5,696371.635424467
4445,1,3,1,2006,1,9,921913.374595363
3445,3,2,2,1960,0,4,734063.787266226
3149,4,2,1,1974,0,3,681784.063017164
2732,1,1,1,2010,1,7,535807.896902361
4094,4,3,1,1995,1,7,923065.879093613
2557,4,3,1,2003,0,8,585832.755832967
1916,1,2,2,1983,0,4,444747.411319298
3367,1,2,2,1956,1,4,725788.299494852
4299,4,3,1,2011,1,9,975190.214257889
1292,2,1,1,2006,1,10,358150.968830176
4106,5,2,2,1954,1,7,913907.072930731
1419,5,3,2,1984,1,3,372779.420278403
4032,2,3,2,1986,1,9,844061.419415244
4623,1,3,2,2009,1,5,1010588.44363086
3180,4,1,2,2014,0,4,689357.565006961
2346,5,2,1,1965,0,1,507056.736241301
4363,4,2,1,1979,1,9,983093.062162186
2405,2,2,2,2022,0,6,474505.470200894
4552,4,1,2,1991,0,2,950668.144428171
2690,2,2,1,2010,1,7,626707.776030296
2075,1,2,2,2023,1,3,448056.953700852
3543,2,2,2,1997,1,6,753651.951226285
3293,2,2,1,2011,0,8,702196.130072176
1156,5,1,1,2013,1,3,259951.768388286
1669,4,3,1,2006,1,5,436686.960794576
1685,5,3,1,2017,0,6,416927.848950577
2801,3,2,2,1995,1,1,611391.884750131
2083,2,2,1,1977,0,10,469883.284589774
1419,3,2,2,1952,0,7,345151.994961615
1682,5,1,2,1986,1,4,434735.934266802
1596,4,2,2,1997,1,10,412898.411470019
4442,5,1,2,1968,1,7,945359.086295505
4225,4,2,1,1966,0,7,930387.903038602
2096,4,2,2,1989,1,5,511664.242275106
1044,1,3,2,1999,0,8,262938.174955412
3695,2,2,2,2022,1,8,834881.032674033
1729,5,1,1,1978,1,5,431559.466910324
1319,4,3,1,2000,1,5,376584.402224731
4012,5,1,1,1991,1,7,928580.27553696
3209,5,3,1,1978,0,6,739357.822138112
807,4,1,1,2015,1,4,214701.659453052
3325,3,3,2,1966,1,2,727730.357037439
4223,2,1,1,1980,1,8,939571.400851459
2819,2,1,2,2001,1,3,575359.303348262
4467,1,2,1,1988,0,2,909601.158295535
4471,1,3,2,2009,0,10,940625.879088831
3601,1,3,1,2000,1,7,759569.734991157
885,2,2,2,1965,0,10,258821.97374797
3915,3,1,1,1963,1,6,860420.37677602
3268,2,1,2,1991,0,8,684823.541084988
4419,2,3,2,2000,1,6,966937.823005896
2436,2,1,2,1973,0,7,529239.594133295
4383,2,3,2,1992,0,2,895345.135669441
4809,3,3,2,2022,0,10,1018977.03974393
4126,1,1,2,1968,0,2,857101.276869399
3018,5,1,1,2010,0,6,700075.246963046
3017,1,1,1,2012,1,9,648230.79417613
3169,1,2,2,1975,0,3,676411.033341725
4438,5,3,2,1984,1,10,1037143.85393944
3303,2,1,2,2016,1,8,693128.236090744
1743,3,2,2,2005,1,5,427491.746820966
3637,3,1,2,1989,1,6,816166.392282385
3460,1,3,2,1978,1,6,747621.254585029
3736,5,2,2,1955,1,10,883157.080271391
4747,4,3,1,2001,1,3,1083370.92595653
2476,2,1,2,1950,1,5,558783.883709658
1996,1,1,2,2001,1,1,426360.25669305
4905,3,1,1,1973,1,2,1061424.57019155
3587,5,2,1,1983,1,10,843451.721509448
2261,5,2,2,1956,0,3,458229.226127045
4118,1,2,1,1960,1,4,870531.611097722
1466,4,2,1,1985,1,9,375335.013331522
2976,3,1,1,1969,1,1,658117.642287848
4543,1,1,2,2012,0,3,927758.542992655
1400,4,1,2,2012,0,3,331870.597693225
3452,5,2,1,2018,1,6,761819.681013473
4624,2,2,2,1979,0,5,988163.230460612
4706,3,1,2,1979,0,3,1026576.05553672
1779,3,1,2,1971,1,4,396608.201269624
3251,4,2,1,2010,1,7,701273.624421326
1428,1,3,1,1970,0,3,320100.080495687
2429,5,1,1,1986,0,9,567083.608474118
4496,4,1,1,1976,1,8,1012473.31965301
4230,2,1,2,1984,1,2,861270.126190537
4474,2,2,2,1987,1,5,941351.120624398
4729,2,1,2,2009,1,4,944107.419018329
3565,4,1,1,2019,1,5,822374.590905296
915,5,1,1,1981,1,3,268263.615708084
2803,3,1,2,1976,0,10,614014.17715048
1492,1,1,1,1952,1,1,298343.213035221
3962,3,3,1,1998,1,8,845638.098545569
1905,5,3,2,1979,0,9,483356.672494785
3808,3,1,1,1971,1,8,807914.373859982
2961,4,1,1,1968,1,4,666800.135578714
953,2,1,2,1980,0,2,272673.621528376
4499,5,1,1,1969,0,4,958110.30942638
4586,5,2,2,1968,1,9,995163.888900641
1864,3,2,2,1951,0,10,452350.180136319
2713,4,2,1,1989,1,9,603955.206480457
2016,3,3,2,1988,1,5,521199.613258235
3201,3,1,1,2021,0,5,725290.491713208
2572,5,2,1,2003,1,10,615295.709526159
2760,3,1,1,1976,1,3,588567.670464395
3580,2,1,1,1961,1,6,763355.753180616
3671,3,3,1,2020,1,7,807808.359697864
1460,2,3,1,1966,0,10,366589.178292677
3435,5,2,1,1959,0,9,799990.808232528
3129,4,2,1,1968,1,7,685887.184231035
4754,2,3,1,1979,1,3,1035072.73913357
3250,4,3,2,1979,1,7,756442.140320282
1932,4,1,2,1974,1,1,436705.262729835
1499,2,1,1,2023,1,2,318632.202608075
2838,5,2,1,2015,0,4,642505.817932314
2979,1,2,1,1984,0,7,610310.287907448
3638,4,3,2,2000,0,9,835192.021229065
1673,4,2,2,2020,1,5,386502.930696695
883,5,1,1,2020,1,8,284292.654829079
2222,5,3,1,1976,1,7,543384.590879623
3475,3,1,1,1959,0,5,730984.37789062
3980,5,3,2,1992,1,3,882429.212342018
4775,4,3,1,2004,0,3,1045999.57924086
2191,2,1,2,2020,1,6,466393.564775155
4018,1,2,2,1955,1,10,858296.086120205
1414,3,2,1,1955,1,4,331006.41088282
3771,2,2,2,1997,1,3,807234.571661282
4365,1,2,1,1951,0,4,887882.977687184
4376,1,1,2,2000,1,3,869997.968940335
1070,1,3,2,2010,1,10,257621.561326691
4866,2,1,1,1968,0,6,1057143.87546345
3268,3,2,1,1951,0,7,720768.205282157
2190,3,2,2,2000,0,4,495309.051345202
4154,1,1,2,1975,1,3,862734.690249784
4935,2,3,2,2019,1,3,1044709.36439727
4407,1,1,1,1969,1,3,909654.701929216
3383,5,1,1,1972,1,9,786773.213276027
4873,3,1,1,2003,0,3,1021120.22135648
3875,4,3,1,1964,0,3,809718.294746035
4706,1,1,2,1955,0,8,986543.112577605
1089,5,1,2,1984,0,4,223331.451918211
3280,3,2,2,1957,0,7,727346.479991945
4052,2,1,2,2006,1,3,824166.078579087
1078,3,2,2,1999,1,8,292198.622845748
3724,2,2,1,1998,1,3,768934.309920095
1380,2,2,1,1970,0,5,321070.579988327
1053,1,3,2,1985,0,1,253056.962981906
1624,1,2,2,2020,1,5,412370.67713124
4632,3,1,2,2018,1,6,955866.058624713
1499,5,1,2,2007,1,7,415186.823891778
2180,3,2,2,2012,1,2,500278.817634437
4696,4,2,2,1965,1,2,998933.321179384
2473,2,1,2,1955,1,9,580596.412626487
3527,2,2,2,2001,0,10,759501.87872287
3956,1,3,1,1951,1,1,852138.262910017
4188,5,2,2,1967,0,2,878793.2571718
1183,1,3,2,1984,1,2,266775.074192593
1141,4,3,1,1988,0,10,336790.001319865
2787,3,3,1,1950,0,7,660535.013089261
4859,3,2,2,1986,0,6,1028924.20252118
3909,5,3,1,1970,1,9,819117.776866106
4882,1,3,1,1950,1,7,1032423.76793479
3598,1,2,2,1953,1,3,764410.652945561
4040,4,3,1,2007,1,3,881180.665582671
2788,3,2,2,1950,0,1,609008.464041638
4214,1,1,2,1962,1,8,884877.251810067
2649,5,3,2,1995,1,1,633771.771516951
1105,3,2,1,1996,1,2,252832.168181724
4413,4,1,1,1956,0,7,979521.217683854
3549,5,3,2,2000,0,1,816551.970599027
1935,2,3,2,1952,1,4,426173.506548492
1005,4,2,1,1999,1,9,270160.004359923
4250,5,1,2,1975,1,8,954267.382844438
4611,1,2,1,1980,1,8,951519.489756428
4422,2,3,1,2011,0,3,916084.928222442
4399,4,3,1,1975,1,5,992363.1739114
3351,1,3,1,2016,1,4,740640.169111924
1109,2,3,1,2004,0,8,330304.90854224
3508,3,1,1,1977,1,7,776869.603690005
2791,1,1,2,1993,1,7,593929.049943045
1071,5,2,2,1987,1,10,320481.087791326
4442,4,2,1,1979,0,10,964635.291514784
4886,2,2,1,2015,0,7,1024786.07226992
2622,1,3,2,1957,1,1,566804.907297607
4073,3,2,2,1963,1,7,867305.832278844
1320,4,1,2,2011,0,4,328055.443874266
1776,4,2,2,2012,0,3,378983.418306035
4522,1,2,2,2015,0,5,921479.334802297
4351,3,1,2,1989,1,2,923228.030921505
4905,2,1,2,1962,0,8,973511.16718361
3573,1,3,2,1966,0,9,785824.788408623
3352,2,1,1,1964,0,5,659071.137253812
3632,4,1,2,1982,1,3,812139.692272455
4707,2,2,1,1965,0,10,969079.767751796
952,3,1,2,1962,1,7,251277.032732413
3764,5,3,2,1972,1,1,848778.266173736
3716,3,2,2,1985,1,10,883153.487986987
3600,2,3,2,1992,1,3,781911.299442684
2552,1,1,2,1999,0,9,502834.341795012
3410,4,3,1,2023,1,2,781842.378315894
4675,5,3,2,1962,1,9,1036202.03987852
1904,1,1,1,1979,1,1,415547.666361471
3336,1,1,1,2006,0,4,708146.57574719
4999,3,2,2,1979,0,10,1014165.55107736
4654,2,2,1,2020,0,6,978963.42119338
4294,3,2,2,1959,0,7,909557.652751183
2714,2,1,2,2015,1,3,622345.872650138
3872,3,3,2,1988,1,9,879577.844083469
1806,1,3,1,1986,1,4,372524.951930461
1206,4,2,2,1952,0,5,337765.646308726
966,2,2,1,1983,0,8,258438.127204005
1308,5,1,2,1987,0,3,286918.96006367
2461,5,3,2,1963,1,8,597593.827587319
4464,1,2,1,2013,1,1,956670.652846396
4289,3,1,1,1988,1,8,901448.903185665
1480,3,2,1,2003,0,10,400439.433396136
3324,1,1,1,1951,0,8,665984.280646812
2920,5,3,1,1992,1,6,662219.320583825
2163,5,1,1,2002,0,5,479028.229115258
2131,3,2,2,1952,1,9,542623.343289717
3092,2,2,1,1990,1,6,669124.59658627
2338,4,3,2,1957,0,1,496529.574933475
4208,2,3,2,2012,1,6,920730.271972852
1360,5,2,2,2014,1,1,366529.524764818
1899,2,2,2,1953,1,6,459488.402369853
2703,4,2,2,2017,1,3,607816.52086935
974,2,3,1,1959,1,6,269163.357525924
2956,2,2,2,1999,0,6,622944.172844268
3030,2,3,2,1972,1,1,700870.041948393
